generation,release_date,artist,name,types,supertype,hp,evolvesFrom,evolvesTo,nationalPokedexNumbers,,,,,,,,,,,,,,,,,,,,,,,,,
First,7/1/1999,Christopher Rush,Mewtwo,['Psychic'],Pokémon,60,,,[150],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,7/1/1999,Ken Sugimori,Venusaur,['Grass'],Pokémon,100,Ivysaur,,[3],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,7/1/1999,Benimaru Itoh,Mewtwo,['Psychic'],Pokémon,70,,,[150],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,7/1/1999,Hiromichi Sugiyama,Cool Porygon,['Colorless'],Pokémon,50,,['Porygon2'],[137],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Sumiyoshi Kizuki,Computer Error,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,7/1/1999,Ken Sugimori,Dark Persian,['Colorless'],Pokémon,60,Meowth,,[53],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Kunihiko Yuyama,Team Rocket's Meowth,['Colorless'],Pokémon,40,,['Persian'],[52],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Atsuko Nishida,Sabrina's Abra,['Psychic'],Pokémon,40,,['Kadabra'],[63],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,7/1/1999,Kagemaru Himeno,Psyduck,['Water'],Pokémon,50,,['Golduck'],[54],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,7/1/1999,Toshinao Aoki,Moltres,['Fire'],Pokémon,70,,,[146],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,7/1/1999,Toshinao Aoki,Articuno,['Water'],Pokémon,70,,,[144],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,7/1/1999,Toshinao Aoki,Zapdos,['Lightning'],Pokémon,70,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Kagemaru Himeno,_____'s Pikachu,['Lightning'],Pokémon,50,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Toshinao Aoki,Flying Pikachu,['Lightning'],Pokémon,40,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Gakuji Nomoto,Pikachu,['Lightning'],Pokémon,40,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Atsuko Nishida,Pikachu,['Lightning'],Pokémon,30,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Toshinao Aoki,Surfing Pikachu,['Lightning'],Pokémon,50,,['Raichu'],[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Ken Sugimori,Marill,['Water'],Pokémon,50,,['Azumarill'],[183],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,7/1/1999,Ken Sugimori,Togepi,['Colorless'],Pokémon,30,,['Togetic'],[175],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Ken Sugimori,Cleffa,['Colorless'],Pokémon,30,Clefairy,['Clefairy'],[173],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Tomokazu Komiya,Smeargle,['Colorless'],Pokémon,40,,,[235],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Hironobu Yoshida,Scizor,['Metal'],Pokémon,70,Scyther,,[212],,,,,,,,,,,,,,,,,,,,757,12974,,,,
First,7/1/1999,Ken Sugimori,Entei,['Fire'],Pokémon,80,,,[244],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,7/1/1999,Ken Sugimori,Pichu,['Lightning'],Pokémon,30,Pikachu,['Pikachu'],[172],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Kagemaru Himeno,Igglybuff,['Colorless'],Pokémon,30,Jigglypuff,['Jigglypuff'],[174],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Atsuko Nishida,Hitmontop,['Fighting'],Pokémon,60,,,[237],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,7/1/1999,Hideki Kazama,Unown [J],['Psychic'],Pokémon,40,,,[201],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,7/1/1999,Shin-ichi Yoshida,Misdreavus,['Psychic'],Pokémon,50,,['Mismagius'],[200],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,7/1/1999,"""Big Mama"" Tagawa",Pokémon Center,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,7/1/1999,"""Big Mama"" Tagawa",Lucky Stadium,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,7/1/1999,Keiji Kinebuchi,Pokémon Tower,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,7/1/1999,Tomokazu Komiya,Machamp,['Fighting'],Pokémon,90,Machoke,,[68],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,7/1/1999,Atsuko Nishida,Magmar,['Fire'],Pokémon,60,,['Magmortar'],[126],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,7/1/1999,Hironobu Yoshida,Scyther,['Grass'],Pokémon,60,,['Scizor'],[123],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,7/1/1999,Miki Tanaka,Electabuzz,['Lightning'],Pokémon,60,,['Electivire'],[125],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,7/1/1999,Ken Sugimori,Mew,['Psychic'],Pokémon,40,,,[151],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,7/1/1999,Atsuko Nishida,Articuno,['Water'],Pokémon,80,,,[144],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,7/1/1999,Craig Turvey,Snorlax,['Colorless'],Pokémon,90,,,[143],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,7/1/1999,Hajime Kusajima,Celebi,['Grass'],Pokémon,50,,,[251],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,7/1/1999,Mitsuhiro Arita,Rapidash,['Fire'],Pokémon,60,Ponyta,,[78],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,7/1/1999,Mitsuhiro Arita,Ho-oh,['Fire'],Pokémon,80,,,[250],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,7/1/1999,Atsuko Nishida,Suicune,['Water'],Pokémon,70,,,[245],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Kagemaru Himeno,Aerodactyl,['Fighting'],Pokémon,60,Mysterious Fossil,,[142],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Mitsuhiro Arita,Articuno,['Water'],Pokémon,70,,,[144],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Keiji Kinebuchi,Ditto,['Colorless'],Pokémon,50,,,[132],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,10/10/1999,Kagemaru Himeno,Dragonite,['Colorless'],Pokémon,100,Dragonair,,[149],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,10/10/1999,Keiji Kinebuchi,Gengar,['Psychic'],Pokémon,80,Haunter,,[94],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Ken Sugimori,Haunter,['Psychic'],Pokémon,50,Gastly,['Gengar'],[93],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Ken Sugimori,Hitmonlee,['Fighting'],Pokémon,60,,,[106],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Ken Sugimori,Hypno,['Psychic'],Pokémon,90,Drowzee,,[97],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Ken Sugimori,Kabutops,['Fighting'],Pokémon,60,Kabuto,,[141],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Ken Sugimori,Lapras,['Water'],Pokémon,80,,,[131],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Ken Sugimori,Magneton,['Lightning'],Pokémon,80,Magnemite,['Magnezone'],[82],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,10/10/1999,Mitsuhiro Arita,Moltres,['Fire'],Pokémon,70,,,[146],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,10/10/1999,Mitsuhiro Arita,Muk,['Grass'],Pokémon,70,Grimer,,[89],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Mitsuhiro Arita,Raichu,['Lightning'],Pokémon,90,Pikachu,,[26],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,10/10/1999,Mitsuhiro Arita,Zapdos,['Lightning'],Pokémon,80,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,10/10/1999,Kagemaru Himeno,Aerodactyl,['Fighting'],Pokémon,60,Mysterious Fossil,,[142],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Mitsuhiro Arita,Articuno,['Water'],Pokémon,70,,,[144],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Keiji Kinebuchi,Ditto,['Colorless'],Pokémon,50,,,[132],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,10/10/1999,Kagemaru Himeno,Dragonite,['Colorless'],Pokémon,100,Dragonair,,[149],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,10/10/1999,Keiji Kinebuchi,Gengar,['Psychic'],Pokémon,80,Haunter,,[94],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Ken Sugimori,Haunter,['Psychic'],Pokémon,50,Gastly,['Gengar'],[93],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Ken Sugimori,Hitmonlee,['Fighting'],Pokémon,60,,,[106],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Ken Sugimori,Hypno,['Psychic'],Pokémon,90,Drowzee,,[97],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Ken Sugimori,Kabutops,['Fighting'],Pokémon,60,Kabuto,,[141],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Ken Sugimori,Lapras,['Water'],Pokémon,80,,,[131],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Ken Sugimori,Magneton,['Lightning'],Pokémon,80,Magnemite,['Magnezone'],[82],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,10/10/1999,Mitsuhiro Arita,Moltres,['Fire'],Pokémon,70,,,[146],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,10/10/1999,Mitsuhiro Arita,Muk,['Grass'],Pokémon,70,Grimer,,[89],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Mitsuhiro Arita,Raichu,['Lightning'],Pokémon,90,Pikachu,,[26],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,10/10/1999,Mitsuhiro Arita,Zapdos,['Lightning'],Pokémon,80,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,10/10/1999,Ken Sugimori,Arbok,['Grass'],Pokémon,60,Ekans,,[24],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Kagemaru Himeno,Cloyster,['Water'],Pokémon,50,Shellder,,[91],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Mitsuhiro Arita,Gastly,['Psychic'],Pokémon,50,,['Haunter'],[92],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Kagemaru Himeno,Golbat,['Grass'],Pokémon,60,Zubat,['Crobat'],[42],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Kagemaru Himeno,Golduck,['Water'],Pokémon,70,Psyduck,,[55],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Kagemaru Himeno,Golem,['Fighting'],Pokémon,80,Graveler,,[76],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Kagemaru Himeno,Graveler,['Fighting'],Pokémon,60,Geodude,['Golem'],[75],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Kagemaru Himeno,Kingler,['Water'],Pokémon,60,Krabby,,[99],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Mitsuhiro Arita,Magmar,['Fire'],Pokémon,70,Magby,['Magmortar'],[126],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,10/10/1999,Ken Sugimori,Omastar,['Water'],Pokémon,70,Omanyte,,[139],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Ken Sugimori,Sandslash,['Fighting'],Pokémon,70,Sandshrew,,[28],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Ken Sugimori,Seadra,['Water'],Pokémon,60,Horsea,['Kingdra'],[117],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Kagemaru Himeno,Slowbro,['Psychic'],Pokémon,60,Slowpoke,,[80],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Kagemaru Himeno,Tentacruel,['Water'],Pokémon,60,Tentacool,,[73],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Mitsuhiro Arita,Weezing,['Grass'],Pokémon,60,Koffing,,[110],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Kagemaru Himeno,Ekans,['Grass'],Pokémon,40,,['Arbok'],[23],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Kagemaru Himeno,Geodude,['Fighting'],Pokémon,50,,['Graveler'],[74],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Mitsuhiro Arita,Grimer,['Grass'],Pokémon,50,,['Muk'],[88],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Mitsuhiro Arita,Horsea,['Water'],Pokémon,40,,['Seadra'],[116],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Ken Sugimori,Kabuto,['Fighting'],Pokémon,30,Mysterious Fossil,['Kabutops'],[140],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,10/10/1999,Mitsuhiro Arita,Krabby,['Water'],Pokémon,50,,['Kingler'],[98],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Kagemaru Himeno,Omanyte,['Water'],Pokémon,40,Mysterious Fossil,['Omastar'],[138],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Kagemaru Himeno,Psyduck,['Water'],Pokémon,50,,['Golduck'],[54],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Mitsuhiro Arita,Shellder,['Water'],Pokémon,30,,['Cloyster'],[90],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Miki Tanaka,Slowpoke,['Psychic'],Pokémon,50,,"['Slowbro', 'Slowking']",[79],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,10/10/1999,Kagemaru Himeno,Tentacool,['Water'],Pokémon,30,,['Tentacruel'],[72],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,10/10/1999,Kagemaru Himeno,Zubat,['Grass'],Pokémon,40,,['Golbat'],[41],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,10/10/1999,Ken Sugimori,Mr. Fuji,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,10/10/1999,Keiji Kinebuchi,Energy Search,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,10/10/1999,Keiji Kinebuchi,Gambler,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,10/10/1999,Keiji Kinebuchi,Recycle,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,10/10/1999,Keiji Kinebuchi,Mysterious Fossil,,Trainer,10,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
First,2/24/2000,Ken Sugimori,Alakazam,['Psychic'],Pokémon,80,Kadabra,,[65],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Ken Sugimori,Blastoise,['Water'],Pokémon,100,Wartortle,,[9],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Ken Sugimori,Chansey,['Colorless'],Pokémon,120,,['Blissey'],[113],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Mitsuhiro Arita,Charizard,['Fire'],Pokémon,120,Charmeleon,,[6],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Mitsuhiro Arita,Clefable,['Colorless'],Pokémon,70,Clefairy,,[36],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Clefairy,['Colorless'],Pokémon,40,,['Clefable'],[35],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Mitsuhiro Arita,Gyarados,['Water'],Pokémon,100,Magikarp,,[130],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Ken Sugimori,Hitmonchan,['Fighting'],Pokémon,70,,,[107],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,2/24/2000,Keiji Kinebuchi,Magneton,['Lightning'],Pokémon,60,Magnemite,['Magnezone'],[82],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,2/24/2000,Ken Sugimori,Mewtwo,['Psychic'],Pokémon,60,,,[150],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Ken Sugimori,Nidoking,['Grass'],Pokémon,90,Nidorino,,[34],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Nidoqueen,['Grass'],Pokémon,90,Nidorina,,[31],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Ninetales,['Fire'],Pokémon,80,Vulpix,,[38],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Kagemaru Himeno,Pidgeot,['Colorless'],Pokémon,80,Pidgeotto,,[18],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Poliwrath,['Water'],Pokémon,90,Poliwhirl,,[62],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Ken Sugimori,Raichu,['Lightning'],Pokémon,80,Pikachu,,[26],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,2/24/2000,Ken Sugimori,Scyther,['Grass'],Pokémon,70,,['Scizor'],[123],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Venusaur,['Grass'],Pokémon,100,Ivysaur,,[3],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Wigglytuff,['Colorless'],Pokémon,80,Jigglypuff,,[40],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Zapdos,['Lightning'],Pokémon,90,,,[145],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,2/24/2000,Ken Sugimori,Beedrill,['Grass'],Pokémon,80,Kakuna,,[15],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Dragonair,['Colorless'],Pokémon,80,Dratini,['Dragonite'],[148],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Keiji Kinebuchi,Dugtrio,['Fighting'],Pokémon,70,Diglett,,[51],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,2/24/2000,Ken Sugimori,Electabuzz,['Lightning'],Pokémon,70,,['Electivire'],[125],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,2/24/2000,Keiji Kinebuchi,Electrode,['Lightning'],Pokémon,80,Voltorb,,[101],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
First,2/24/2000,Mitsuhiro Arita,Kangaskhan,['Colorless'],Pokémon,90,,,[115],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Mr. Mime,['Psychic'],Pokémon,40,Mime Jr.,,[122],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Ken Sugimori,Pidgeotto,['Colorless'],Pokémon,60,Pidgey,['Pidgeot'],[17],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Kagemaru Himeno,Pinsir,['Grass'],Pokémon,60,,,[127],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Snorlax,['Colorless'],Pokémon,90,Munchlax,,[143],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Venomoth,['Grass'],Pokémon,70,Venonat,,[49],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Victreebel,['Grass'],Pokémon,80,Weepinbell,,[71],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Arcanine,['Fire'],Pokémon,100,Growlithe,,[59],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Kagemaru Himeno,Butterfree,['Grass'],Pokémon,70,Metapod,,[12],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Charmeleon,['Fire'],Pokémon,80,Charmander,['Charizard'],[5],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Mitsuhiro Arita,Dewgong,['Water'],Pokémon,80,Seel,,[87],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Mitsuhiro Arita,Dodrio,['Colorless'],Pokémon,70,Doduo,,[85],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Dratini,['Colorless'],Pokémon,40,,['Dragonair'],[147],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Kagemaru Himeno,Exeggutor,['Grass'],Pokémon,80,Exeggcute,,[103],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Farfetch'd,['Colorless'],Pokémon,50,,"[""Sirfetch'd""]",[83],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Mitsuhiro Arita,Fearow,['Colorless'],Pokémon,70,Spearow,,[22],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Growlithe,['Fire'],Pokémon,60,,['Arcanine'],[58],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Keiji Kinebuchi,Haunter,['Psychic'],Pokémon,60,Gastly,['Gengar'],[93],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Ken Sugimori,Ivysaur,['Grass'],Pokémon,60,Bulbasaur,['Venusaur'],[2],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Jynx,['Psychic'],Pokémon,70,,,[124],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Ken Sugimori,Kadabra,['Psychic'],Pokémon,60,Abra,['Alakazam'],[64],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Keiji Kinebuchi,Kakuna,['Grass'],Pokémon,80,Weedle,['Beedrill'],[14],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Lickitung,['Colorless'],Pokémon,90,,['Lickilicky'],[108],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Machoke,['Fighting'],Pokémon,80,Machop,['Machamp'],[67],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,2/24/2000,Mitsuhiro Arita,Magikarp,['Water'],Pokémon,30,,['Gyarados'],[129],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Ken Sugimori,Magmar,['Fire'],Pokémon,50,,['Magmortar'],[126],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Mitsuhiro Arita,Marowak,['Fighting'],Pokémon,60,Cubone,,[105],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,2/24/2000,Ken Sugimori,Nidorina,['Grass'],Pokémon,70,Nidoran ♀,['Nidoqueen'],[30],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Nidorino,['Grass'],Pokémon,60,Nidoran ♂,['Nidoking'],[33],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Parasect,['Grass'],Pokémon,60,Paras,,[47],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Kagemaru Himeno,Persian,['Colorless'],Pokémon,70,Meowth,,[53],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Poliwhirl,['Water'],Pokémon,60,Poliwag,"['Poliwrath', 'Politoed']",[61],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Ken Sugimori,Raticate,['Colorless'],Pokémon,60,Rattata,,[20],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Kagemaru Himeno,Rhydon,['Fighting'],Pokémon,100,Rhyhorn,['Rhyperior'],[112],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,2/24/2000,Kagemaru Himeno,Seaking,['Water'],Pokémon,70,Goldeen,,[119],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Ken Sugimori,Seel,['Water'],Pokémon,60,,['Dewgong'],[86],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Kagemaru Himeno,Tauros,['Colorless'],Pokémon,60,,,[128],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
First,2/24/2000,Ken Sugimori,Wartortle,['Water'],Pokémon,70,Squirtle,['Blastoise'],[8],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
First,2/24/2000,Kagemaru Himeno,Weepinbell,['Grass'],Pokémon,70,Bellsprout,['Victreebel'],[70],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Abra,['Psychic'],Pokémon,30,,['Kadabra'],[63],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
First,2/24/2000,Kagemaru Himeno,Bellsprout,['Grass'],Pokémon,40,,['Weepinbell'],[69],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Bulbasaur,['Grass'],Pokémon,40,,['Ivysaur'],[1],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Ken Sugimori,Caterpie,['Grass'],Pokémon,40,,['Metapod'],[10],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
First,2/24/2000,Mitsuhiro Arita,Charmander,['Fire'],Pokémon,50,,['Charmeleon'],[4],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
First,2/24/2000,Mitsuhiro Arita,Cubone,['Fighting'],Pokémon,40,,['Marowak'],[104],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
First,2/24/2000,Keiji Kinebuchi,Diglett,['Fighting'],Pokémon,30,,['Dugtrio'],[50],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
